"Latitude.1" "Longitude.1" "Latitude.2" "Longitude.2"
"464" 41.779651 -87.660835 41.72919521 -87.65408251
"465" 41.779651 -87.660835 41.75234012 -87.65620325
"466" 41.779651 -87.660835 41.772421 -87.648235
"467" 41.779651 -87.660835 41.895081 -87.719977
"468" 41.779651 -87.660835 41.78044692 -87.68593081
"469" 41.779651 -87.660835 41.752304 -87.644085
"470" 41.779651 -87.660835 41.773056 -87.610629
"471" 41.754471 -87.562955 41.920028 -87.709008
"472" 41.754471 -87.562955 42.01190201 -87.69593929
"473" 41.754471 -87.562955 41.881089 -87.694027
"474" 41.754471 -87.562955 41.923954 -87.722735
"475" 41.81585517 -87.669733 41.769819 -87.574813
"476" 41.81585517 -87.669733 41.690479 -87.621274
"477" 41.83704371 -87.71117923 41.979539 -87.693014
"478" 41.83704371 -87.71117923 41.765752 -87.612845
"479" 41.83704371 -87.71117923 41.7693714 -87.61830029
"480" 41.83704371 -87.71117923 41.739463 -87.650041
"481" 41.83704371 -87.71117923 41.87160344 -87.7278045
"482" 41.74115132 -87.67032601 41.754922 -87.646579
"483" 41.74115132 -87.67032601 41.736643 -87.605308
"484" 41.74115132 -87.67032601 41.779448 -87.635352
"485" 41.74115132 -87.67032601 41.7226 -87.564717
"486" 41.74115132 -87.67032601 41.75276722 -87.62467123
"487" 41.74115132 -87.67032601 41.813388 -87.633018
"488" 41.74115132 -87.67032601 41.902249 -87.755774
"489" 41.74115132 -87.67032601 41.747381 -87.601766
"490" 41.74115132 -87.67032601 41.75409358 -87.60568904
"491" 41.74115132 -87.67032601 41.822618 -87.695011
"492" 41.74115132 -87.67032601 41.69642225 -87.6138377
"493" 41.74115132 -87.67032601 41.65187735 -87.60088448
"494" 41.74115132 -87.67032601 41.743872 -87.703677
"495" 41.75594 -87.64418 41.74504 -87.567351
"496" 41.75594 -87.64418 41.87378564 -87.74992639
"497" 41.75594 -87.64418 41.758943 -87.561519
"498" 41.75594 -87.64418 41.688841 -87.532533
"499" 41.75594 -87.64418 41.920108 -87.773154
"500" 41.75594 -87.64418 41.748621 -87.641815
"501" 41.75594 -87.64418 41.75588353 -87.55461559
"502" 41.75594 -87.64418 41.736665 -87.623958
"503" 41.900889 -87.721373 41.78300274 -87.67169559
"504" 41.900889 -87.721373 41.999316 -87.671025
"505" 41.900889 -87.721373 41.74322013 -87.72285585
"506" 41.900889 -87.721373 41.755552 -87.663853
