CRID	Latitude	Longitude
1052630	41.737041	-87.552377
1052633	41.75234012	-87.65620325
1052660	41.875622	-87.620591
1052669	41.780928	-87.670594
1052673	41.751327	-87.601547
1052690	41.749012	-87.601483
1052700	41.878414	-87.660556
1052706	41.77403335	-87.63340855
1052721	41.71157196	-87.53514326
1052730	41.87768	-87.762815
1052736	41.873699	-87.704716
1052746	41.908868	-87.745097
1052748	41.761472	-87.650296
1052749	41.758943	-87.561519
1052772	41.90997959	-87.72154705
1052813	41.73846932	-87.61229306
1052825	41.71157196	-87.53514326
1052860	41.743925	-87.614265
1052875	41.75276722	-87.62467123
1052903	41.73444388	-87.55868965
1052911	41.769599	-87.581728
1052924	41.75253809	-87.641663
1052927	41.887202	-87.755319
1052929	41.916818	-87.726934
1052945	41.96565362	-87.64866255
1052953	41.703818	-87.607663
1052965	41.75234012	-87.65620325
1052980	41.898819	-87.672024
1052983	41.795826	-87.645435
1052990	41.756835	-87.55819
1053002	NA	NA
1053014	NA	NA
1053036	41.750471	-87.57139
1053047	41.901831	-87.773787
1053052	41.699905	-87.620929
1053063	41.897355	-87.749952
1053071	41.79011398	-87.67185932
1053073	41.723404	-87.62829
1053075	41.871933	-87.693602
1053079	41.89655531	-87.7703173
1053111	41.897684	-87.666224
1053139	41.75066	-87.642822
1053150	41.77401236	-87.66407321
1053154	41.877279	-87.72313
1053155	41.932157	-87.639327
1053158	41.736665	-87.623958
1053160	41.73647614	-87.54185761
1053187	41.688841	-87.532533
1053188	41.76262402	-87.59010601
1053199	41.775962	-87.665716
1053214	41.757383	-87.647436
1053223	41.765318	-87.637122
1053226	41.746559	-87.653873
1053245	41.74322013	-87.72285585
1053270	41.85065	-87.632182
1053275	41.750372	-87.662227
1053285	41.801014	-87.655257
1053308	41.684013	-87.658793
1053318	41.922006	-87.775653
1053319	41.851022	-87.721739
1053325	41.74639095	-87.61023945
1053333	41.96387978	-87.81679514
1053341	41.7797964	-87.70810192
1053343	41.748289	-87.663686
1053351	41.89508812	-87.73592296
1053362	41.89655531	-87.7703173
1053364	41.743144	-87.644169
1053371	41.80916	-87.630868
1053374	41.89351	-87.763916
1053388	41.707788	-87.567181
1053393	41.735701	-87.623717
1053395	41.87768	-87.762815
1053397	41.79658748	-87.61926936
1053402	NA	NA
1053403	41.779952	-87.632625
1053415	41.830206	-87.685032
1053420	41.838834	-87.704867
1053437	41.757755	-87.633218
1053444	41.771468	-87.67073
1053470	41.758128	-87.631377
1053475	41.87174009	-87.7168155
1053482	41.766833	-87.605623
1053491	41.891594	-87.712045
1053497	41.735972	-87.632721
1053519	41.909983	-87.746325
1053520	41.745735	-87.57128
1053524	41.747426	-87.555575
1053564	NA	NA
1053571	41.896637	-87.70698
1053605	41.78409	-87.647293
1053607	41.779651	-87.660835
1053613	41.693499	-87.535571
1053616	41.773802	-87.608239
1053617	41.7077385	-87.64590687
1053627	41.883158	-87.660285
1053628	41.994737	-87.658471
1053635	41.887807	-87.707244
1053637	41.68388807	-87.62838254
1053651	41.907621	-87.766059
1053667	41.846749	-87.685141
1053682	41.88351	-87.728533
1053710	41.707788	-87.567181
1053717	41.739355	-87.553022
1053722	41.751939	-87.618176
1053725	41.692827	-87.605031
1053740	42.003718	-87.661271
1053760	41.873699	-87.704716
1053769	41.945359	-87.65545
1053780	41.755164	-87.612816
1053781	41.69735	-87.628646
1053782	41.883362	-87.725746
1053793	41.692827	-87.605031
1053816	41.879779	-87.768181
1053823	41.89770165	-87.7507719
1053830	41.859971	-87.712798
1053844	41.748594	-87.673241
1053857	41.68175	-87.633835
1053862	41.679113	-87.637942
1053867	NA	NA
1053881	41.786467	-87.664687
1053884	41.703318	-87.62094
1053906	41.842303	-87.716238
1053910	41.767921	-87.666329
1053912	41.863303	-87.707569
1053913	41.779644	-87.652072
1053916	41.699351	-87.642958
1053924	41.907765	-87.757402
1053935	41.766098	-87.582447
1053941	NA	NA
1053943	41.908411	-87.765878
1053947	41.76348436	-87.63948113
1053948	NA	NA
1053956	42.006957	-87.670002
1053957	41.752983	-87.562909
1053967	41.756487	-87.552884
1053981	41.770419	-87.643511
1053982	NA	NA
1053994	41.894524	-87.758036
1054007	41.876241	-87.720677
1054009	41.753067	-87.607703
1054035	41.789158	-87.636831
1054045	41.76968445	-87.58373152
1054053	41.880667	-87.730574
1054063	41.82996605	-87.64110243
1054102	41.686864	-87.634035
1054109	41.753311	-87.667499
1054149	41.839555	-87.634378
1054168	NA	NA
1054178	41.906927	-87.632333
1054187	41.76338157	-87.64921803
1054190	41.794561	-87.630537
1054196	41.708945	-87.627161
1054226	41.776507	-87.602499
1054227	41.99526955	-87.7649838
1054231	41.751286	-87.605215
1054233	41.736665	-87.623958
1054265	41.79011398	-87.67185932
1054294	41.849804	-87.71032819
1054306	41.779651	-87.660835
1054317	41.906914	-87.766035
1054318	41.74902879	-87.55011568
1054325	41.77431599	-87.64459275
1054329	41.896441	-87.756332
1054332	41.677152	-87.63225
1054333	41.68388807	-87.62838254
1054346	NA	NA
1054352	41.73647614	-87.54185761
1054372	41.741629	-87.610177
1054394	41.706388	-87.533474
1054432	41.720237	-87.561533
1054461	41.873578	-87.698308
1054477	NA	NA
1054506	41.858433	-87.717845
1054556	41.877461	-87.712893
1054561	41.777103	-87.612685
1054601	41.783991	-87.609671
1054607	41.90657239	-87.69700966
1054608	41.938199	-87.761579
1054615	41.70149	-87.628424
1054634	41.895898	-87.719466
1054643	41.76262402	-87.59010601
1054667	41.848817	-87.710039
1054693	41.759477	-87.586157
1054695	41.746343	-87.663336
1054700	41.899608	-87.62445
1054706	41.780142	-87.606131
1054707	41.873699	-87.704716
1054709	NA	NA
1054710	41.76338157	-87.64921803
1054715	41.887918	-87.745551
1054742	41.74659	-87.639506
1054752	41.809518	-87.744043
1054762	41.745968	-87.617464
1054788	41.903251	-87.643574
1054790	41.724954	-87.556659
1054814	41.766623	-87.67358
1054831	41.77194037	-87.60048047
1054833	41.773309	-87.588766
